_id,agrupamento,fonte,id_estudante,id_fonte,id_questionario,método,nota
62da2c56d6aea23ada048d6a,False,3,3,Média,1,casos,8.621527777777779
62da2c59d6aea23ada048d86,False,3,5,Média,1,casos,8.336489898989898
62da2c5cd6aea23ada048da2,False,3,4,Média,1,casos,9.305555555555555
62da2c5fd6aea23ada048dbe,False,3,6,Média,1,casos,9.097222222222223
62da2c62d6aea23ada048dda,False,3,7,Média,1,casos,7.776785714285716
62da2c65d6aea23ada048df6,False,3,9,Média,1,casos,9.409722222222221
62da2c68d6aea23ada048e12,False,3,10,Média,1,casos,7.2168971755368805
62da2c6ad6aea23ada048e2e,False,3,11,Média,1,casos,0.703125
62da2c6dd6aea23ada048e4a,False,3,12,Média,1,casos,9.150545634920636
62da2c71d6aea23ada048e66,False,3,13,Média,1,casos,9.444444444444445
62da2c74d6aea23ada048e82,False,3,14,Média,1,casos,9.166666666666668
62da2c77d6aea23ada048e9e,False,3,16,Média,1,casos,8.958333333333334
62da2c7ad6aea23ada048eba,False,3,17,Média,1,casos,9.791666666666668
62da2c7dd6aea23ada048ed6,False,3,18,Média,1,casos,9.444444444444445
62da2c80d6aea23ada048ef2,False,3,19,Média,1,casos,8.965277777777779
62da2c83d6aea23ada048f0e,False,3,20,Média,1,casos,9.791666666666668
62da2c86d6aea23ada048f2a,False,3,21,Média,1,casos,9.0625
62da2c88d6aea23ada048f46,False,3,22,Média,1,casos,9.088541666666668
62da2c8bd6aea23ada048f62,False,3,23,Média,1,casos,9.84375
62da2c8ed6aea23ada048f7e,False,3,24,Média,1,casos,9.947916666666668
62da2c93d6aea23ada048f9a,False,3,25,Média,1,casos,0
62da2de9d6aea23ada048fb7,True,3,3,Média,1,casos,8.621527777777779
62da2dead6aea23ada048fbc,True,3,5,Média,1,casos,8.3364898989899
62da2debd6aea23ada048fc1,True,3,4,Média,1,casos,9.305555555555555
62da2decd6aea23ada048fc6,True,3,6,Média,1,casos,9.097222222222223
62da2dedd6aea23ada048fcb,True,3,7,Média,1,casos,7.776785714285715
62da2deed6aea23ada048fd0,True,3,9,Média,1,casos,9.409722222222221
62da2defd6aea23ada048fd5,True,3,10,Média,1,casos,7.216897175536881
62da2defd6aea23ada048fda,True,3,11,Média,1,casos,0.703125
62da2df0d6aea23ada048fdf,True,3,12,Média,1,casos,9.150545634920636
62da2df1d6aea23ada048fe4,True,3,13,Média,1,casos,9.444444444444443
62da2df2d6aea23ada048fe9,True,3,14,Média,1,casos,9.166666666666668
62da2df3d6aea23ada048fee,True,3,16,Média,1,casos,8.958333333333334
62da2df3d6aea23ada048ff3,True,3,17,Média,1,casos,9.791666666666668
62da2df4d6aea23ada048ff8,True,3,18,Média,1,casos,9.444444444444445
62da2df5d6aea23ada048ffd,True,3,19,Média,1,casos,8.965277777777779
62da2df6d6aea23ada049002,True,3,20,Média,1,casos,9.791666666666668
62da2df7d6aea23ada049007,True,3,21,Média,1,casos,9.0625
62da2df7d6aea23ada04900c,True,3,22,Média,1,casos,9.088541666666668
62da2df8d6aea23ada049011,True,3,23,Média,1,casos,9.84375
62da2df9d6aea23ada049016,True,3,24,Média,1,casos,9.947916666666668
62da2dfad6aea23ada04901b,True,3,25,Média,1,casos,0