_id,id_elemento,id_estudante,id_questao,id_questionario,tempo_resposta
63092cbe1cadee1d899ebb91,null,3,27,3,125
63092cbe1cadee1d899ebb92,null,3,28,3,266
63092cbe1cadee1d899ebb93,null,3,29,3,94
63092cbe1cadee1d899ebb94,null,3,30,3,39
63092cbe1cadee1d899ebb95,null,3,37,3,77
63092cbe1cadee1d899ebb96,null,3,42,3,3
63092cbf1cadee1d899ebba1,null,5,27,3,340
63092cbf1cadee1d899ebba2,null,5,28,3,521
63092cbf1cadee1d899ebba3,null,5,29,3,444
63092cbf1cadee1d899ebba4,null,5,30,3,193
63092cbf1cadee1d899ebba5,null,5,37,3,370
63092cbf1cadee1d899ebba6,null,5,42,3,128
63092cc11cadee1d899ebbb1,null,4,27,3,20
63092cc11cadee1d899ebbb2,null,4,28,3,52
63092cc11cadee1d899ebbb3,null,4,29,3,224
63092cc11cadee1d899ebbb4,null,4,30,3,107
63092cc11cadee1d899ebbb5,null,4,37,3,60
63092cc11cadee1d899ebbb6,null,4,42,3,24
63092cc31cadee1d899ebbc1,null,6,27,3,287
63092cc31cadee1d899ebbc2,null,6,28,3,96
63092cc31cadee1d899ebbc3,null,6,29,3,121
63092cc31cadee1d899ebbc4,null,6,30,3,220
63092cc31cadee1d899ebbc5,null,6,37,3,125
63092cc31cadee1d899ebbc6,null,6,42,3,104
63092cc41cadee1d899ebbd1,null,7,27,3,53
63092cc41cadee1d899ebbd2,null,7,28,3,69
63092cc41cadee1d899ebbd3,null,7,29,3,348
63092cc41cadee1d899ebbd4,null,7,30,3,295
63092cc41cadee1d899ebbd5,null,7,37,3,217
63092cc51cadee1d899ebbd6,null,7,42,3,141
63092cc61cadee1d899ebbe1,null,9,27,3,163
63092cc61cadee1d899ebbe2,null,9,28,3,188
63092cc61cadee1d899ebbe3,null,9,29,3,92
63092cc61cadee1d899ebbe4,null,9,30,3,306
63092cc61cadee1d899ebbe5,null,9,37,3,39
63092cc61cadee1d899ebbe6,null,9,42,3,35
63092cc81cadee1d899ebbf1,null,10,27,3,0
63092cc81cadee1d899ebbf2,null,10,28,3,0
63092cc81cadee1d899ebbf3,null,10,29,3,0
63092cc81cadee1d899ebbf4,null,10,30,3,0
63092cc81cadee1d899ebbf5,null,10,37,3,0
63092cc81cadee1d899ebbf6,null,10,42,3,0
63092cc91cadee1d899ebc01,null,11,27,3,177
63092cc91cadee1d899ebc02,null,11,28,3,0
63092cc91cadee1d899ebc03,null,11,29,3,0
63092cc91cadee1d899ebc04,null,11,30,3,0
63092cc91cadee1d899ebc05,null,11,37,3,0
63092cc91cadee1d899ebc06,null,11,42,3,0
63092ccb1cadee1d899ebc11,null,12,27,3,94
63092ccb1cadee1d899ebc12,null,12,28,3,420
63092ccb1cadee1d899ebc13,null,12,29,3,32
63092ccb1cadee1d899ebc14,null,12,30,3,185
63092ccb1cadee1d899ebc15,null,12,37,3,48
63092ccb1cadee1d899ebc16,null,12,42,3,265
63092ccc1cadee1d899ebc21,null,13,27,3,598
63092ccc1cadee1d899ebc22,null,13,28,3,907
63092ccc1cadee1d899ebc23,null,13,29,3,347
63092ccc1cadee1d899ebc24,null,13,30,3,316
63092ccd1cadee1d899ebc25,null,13,37,3,248
63092ccd1cadee1d899ebc26,null,13,42,3,215
63092cce1cadee1d899ebc31,null,14,27,3,97
63092cce1cadee1d899ebc32,null,14,28,3,15
63092cce1cadee1d899ebc33,null,14,29,3,26
63092cce1cadee1d899ebc34,null,14,30,3,29
63092cce1cadee1d899ebc35,null,14,37,3,63
63092cce1cadee1d899ebc36,null,14,42,3,24
63092cd01cadee1d899ebc41,null,16,27,3,117
63092cd01cadee1d899ebc42,null,16,28,3,249
63092cd01cadee1d899ebc43,null,16,29,3,100
63092cd11cadee1d899ebc44,null,16,30,3,79
63092cd11cadee1d899ebc45,null,16,37,3,112
63092cd11cadee1d899ebc46,null,16,42,3,115
63092cd21cadee1d899ebc51,null,17,27,3,221
63092cd21cadee1d899ebc52,null,17,28,3,428
63092cd21cadee1d899ebc53,null,17,29,3,249
63092cd21cadee1d899ebc54,null,17,30,3,54
63092cd21cadee1d899ebc55,null,17,37,3,137
63092cd21cadee1d899ebc56,null,17,42,3,175
63092cd41cadee1d899ebc61,null,18,27,3,167
63092cd41cadee1d899ebc62,null,18,28,3,440
63092cd41cadee1d899ebc63,null,18,29,3,255
63092cd51cadee1d899ebc64,null,18,30,3,286
63092cd51cadee1d899ebc65,null,18,37,3,19
63092cd51cadee1d899ebc66,null,18,42,3,181
63092cd61cadee1d899ebc71,null,19,27,3,109
63092cd61cadee1d899ebc72,null,19,28,3,144
63092cd61cadee1d899ebc73,null,19,29,3,68
63092cd61cadee1d899ebc74,null,19,30,3,174
63092cd61cadee1d899ebc75,null,19,37,3,421
63092cd61cadee1d899ebc76,null,19,42,3,373
63092cd81cadee1d899ebc81,null,20,27,3,290
63092cd81cadee1d899ebc82,null,20,28,3,162
63092cd81cadee1d899ebc83,null,20,29,3,226
63092cd81cadee1d899ebc84,null,20,30,3,322
63092cd81cadee1d899ebc85,null,20,37,3,186
63092cd81cadee1d899ebc86,null,20,42,3,286
63092cda1cadee1d899ebc91,null,21,27,3,233
63092cda1cadee1d899ebc92,null,21,28,3,145
63092cda1cadee1d899ebc93,null,21,29,3,707
63092cda1cadee1d899ebc94,null,21,30,3,388
63092cda1cadee1d899ebc95,null,21,37,3,105
63092cda1cadee1d899ebc96,null,21,42,3,217
63092cdc1cadee1d899ebca1,null,22,27,3,170
63092cdc1cadee1d899ebca2,null,22,28,3,96
63092cdc1cadee1d899ebca3,null,22,29,3,59
63092cdc1cadee1d899ebca4,null,22,30,3,48
63092cdc1cadee1d899ebca5,null,22,37,3,101
63092cdc1cadee1d899ebca6,null,22,42,3,218
63092cde1cadee1d899ebcb1,null,23,27,3,548
63092cde1cadee1d899ebcb2,null,23,28,3,763
63092cde1cadee1d899ebcb3,null,23,29,3,166
63092cde1cadee1d899ebcb4,null,23,30,3,80
63092cde1cadee1d899ebcb5,null,23,37,3,333
63092cde1cadee1d899ebcb6,null,23,42,3,251
63092ce01cadee1d899ebcc1,null,24,27,3,111
63092ce01cadee1d899ebcc2,null,24,28,3,90
63092ce01cadee1d899ebcc3,null,24,29,3,430
63092ce01cadee1d899ebcc4,null,24,30,3,353
63092ce01cadee1d899ebcc5,null,24,37,3,207
63092ce01cadee1d899ebcc6,null,24,42,3,277
63092ce11cadee1d899ebcd1,null,25,27,3,141
63092ce21cadee1d899ebcd2,null,25,28,3,732
63092ce21cadee1d899ebcd3,null,25,29,3,225
63092ce21cadee1d899ebcd4,null,25,30,3,139
63092ce21cadee1d899ebcd5,null,25,37,3,26
63092ce21cadee1d899ebcd6,null,25,42,3,183