_id;agrupamento;desvio_padrao;duvida;fonte;id_estudante;id_fonte;id_questionario;media_duvida;método
6357307e6a5cdda87ea7af27;False;null;0;questao;3;31;4;null;casos
6357307e6a5cdda87ea7af28;False;null;-1;questao;3;32;4;null;casos
6357307e6a5cdda87ea7af29;False;null;-1;questao;3;33;4;null;casos
6357307e6a5cdda87ea7af2a;False;null;-1;questao;3;34;4;null;casos
6357307e6a5cdda87ea7af2b;False;null;-1;questao;3;35;4;null;casos
6357307e6a5cdda87ea7af2c;False;null;-1;questao;3;36;4;null;casos
6357307e6a5cdda87ea7af2d;False;0,408248290463863;-5;3;3;Média;4;-0,8333333333333334;casos
635730896a5cdda87ea7af3a;False;null;0;questao;5;31;4;null;casos
635730896a5cdda87ea7af3b;False;null;9;questao;5;32;4;null;casos
635730896a5cdda87ea7af3c;False;null;2;questao;5;33;4;null;casos
635730896a5cdda87ea7af3d;False;null;1;questao;5;34;4;null;casos
635730896a5cdda87ea7af3e;False;null;0;questao;5;35;4;null;casos
635730896a5cdda87ea7af3f;False;null;1;questao;5;36;4;null;casos
635730896a5cdda87ea7af40;False;3,4302575219167832;13;3;5;Média;4;2,1666666666666665;casos
635730956a5cdda87ea7af4d;False;null;0;questao;4;31;4;null;casos
635730956a5cdda87ea7af4e;False;null;22;questao;4;32;4;null;casos
635730966a5cdda87ea7af4f;False;null;1;questao;4;33;4;null;casos
635730966a5cdda87ea7af50;False;null;11;questao;4;34;4;null;casos
635730966a5cdda87ea7af51;False;null;4;questao;4;35;4;null;casos
635730966a5cdda87ea7af52;False;null;6;questao;4;36;4;null;casos
635730966a5cdda87ea7af53;False;8,189424074174365;44;3;4;Média;4;7,333333333333333;casos
6357309d6a5cdda87ea7af60;False;null;-1;questao;6;31;4;null;casos
6357309d6a5cdda87ea7af61;False;null;-1;questao;6;32;4;null;casos
6357309d6a5cdda87ea7af62;False;null;-1;questao;6;33;4;null;casos
6357309d6a5cdda87ea7af63;False;null;-1;questao;6;34;4;null;casos
6357309d6a5cdda87ea7af64;False;null;-1;questao;6;35;4;null;casos
6357309d6a5cdda87ea7af65;False;null;-1;questao;6;36;4;null;casos
6357309d6a5cdda87ea7af66;False;0;-6;3;6;Média;4;-1;casos
635730a96a5cdda87ea7af73;False;null;3;questao;7;31;4;null;casos
635730a96a5cdda87ea7af74;False;null;18;questao;7;32;4;null;casos
635730a96a5cdda87ea7af75;False;null;1;questao;7;33;4;null;casos
635730a96a5cdda87ea7af76;False;null;5;questao;7;34;4;null;casos
635730a96a5cdda87ea7af77;False;null;0;questao;7;35;4;null;casos
635730a96a5cdda87ea7af78;False;null;2;questao;7;36;4;null;casos
635730aa6a5cdda87ea7af79;False;6,6758270399005;29;3;7;Média;4;4,833333333333333;casos
635730af6a5cdda87ea7af86;False;null;0;questao;9;31;4;null;casos
635730af6a5cdda87ea7af87;False;null;15;questao;9;32;4;null;casos
635730af6a5cdda87ea7af88;False;null;0;questao;9;33;4;null;casos
635730b06a5cdda87ea7af89;False;null;7;questao;9;34;4;null;casos
635730b06a5cdda87ea7af8a;False;null;0;questao;9;35;4;null;casos
635730b06a5cdda87ea7af8b;False;null;6;questao;9;36;4;null;casos
635730b06a5cdda87ea7af8c;False;5,988878581726855;28;3;9;Média;4;4,666666666666667;casos
635730b46a5cdda87ea7af99;False;null;-1;questao;10;31;4;null;casos
635730b46a5cdda87ea7af9a;False;null;-1;questao;10;32;4;null;casos
635730b46a5cdda87ea7af9b;False;null;-1;questao;10;33;4;null;casos
635730b46a5cdda87ea7af9c;False;null;-1;questao;10;34;4;null;casos
635730b46a5cdda87ea7af9d;False;null;-1;questao;10;35;4;null;casos
635730b46a5cdda87ea7af9e;False;null;-1;questao;10;36;4;null;casos
635730b46a5cdda87ea7af9f;False;0;-6;3;10;Média;4;-1;casos
635730b86a5cdda87ea7afac;False;null;-1;questao;11;31;4;null;casos
635730b86a5cdda87ea7afad;False;null;-1;questao;11;32;4;null;casos
635730b86a5cdda87ea7afae;False;null;-1;questao;11;33;4;null;casos
635730b86a5cdda87ea7afaf;False;null;-1;questao;11;34;4;null;casos
635730b86a5cdda87ea7afb0;False;null;-1;questao;11;35;4;null;casos
635730b86a5cdda87ea7afb1;False;null;-1;questao;11;36;4;null;casos
635730b86a5cdda87ea7afb2;False;0;-6;3;11;Média;4;-1;casos
635730be6a5cdda87ea7afbf;False;null;1;questao;12;31;4;null;casos
635730be6a5cdda87ea7afc0;False;null;-1;questao;12;32;4;null;casos
635730be6a5cdda87ea7afc1;False;null;2;questao;12;33;4;null;casos
635730be6a5cdda87ea7afc2;False;null;2;questao;12;34;4;null;casos
635730be6a5cdda87ea7afc3;False;null;1;questao;12;35;4;null;casos
635730be6a5cdda87ea7afc4;False;null;10;questao;12;36;4;null;casos
635730be6a5cdda87ea7afc5;False;3,8340579025361627;15;3;12;Média;4;2,5;casos
635730c26a5cdda87ea7afd2;False;null;-1;questao;13;31;4;null;casos
635730c26a5cdda87ea7afd3;False;null;-1;questao;13;32;4;null;casos
635730c26a5cdda87ea7afd4;False;null;-1;questao;13;33;4;null;casos
635730c36a5cdda87ea7afd5;False;null;-1;questao;13;34;4;null;casos
635730c36a5cdda87ea7afd6;False;null;-1;questao;13;35;4;null;casos
635730c36a5cdda87ea7afd7;False;null;-1;questao;13;36;4;null;casos
635730c46a5cdda87ea7afd8;False;0;-6;3;13;Média;4;-1;casos
635730c76a5cdda87ea7afe5;False;null;-1;questao;14;31;4;null;casos
635730c76a5cdda87ea7afe6;False;null;-1;questao;14;32;4;null;casos
635730c76a5cdda87ea7afe7;False;null;-1;questao;14;33;4;null;casos
635730c76a5cdda87ea7afe8;False;null;-1;questao;14;34;4;null;casos
635730c76a5cdda87ea7afe9;False;null;-1;questao;14;35;4;null;casos
635730c76a5cdda87ea7afea;False;null;-1;questao;14;36;4;null;casos
635730c76a5cdda87ea7afeb;False;0;-6;3;14;Média;4;-1;casos
635730cf6a5cdda87ea7aff8;False;null;0;questao;16;31;4;null;casos
635730cf6a5cdda87ea7aff9;False;null;1;questao;16;32;4;null;casos
635730cf6a5cdda87ea7affa;False;null;2;questao;16;33;4;null;casos
635730cf6a5cdda87ea7affb;False;null;0;questao;16;34;4;null;casos
635730cf6a5cdda87ea7affc;False;null;0;questao;16;35;4;null;casos
635730cf6a5cdda87ea7affd;False;null;0;questao;16;36;4;null;casos
635730cf6a5cdda87ea7affe;False;0,8366600265340756;3;3;16;Média;4;0,5;casos
635730d66a5cdda87ea7b00b;False;null;3;questao;17;31;4;null;casos
635730d66a5cdda87ea7b00c;False;null;12;questao;17;32;4;null;casos
635730d66a5cdda87ea7b00d;False;null;1;questao;17;33;4;null;casos
635730d66a5cdda87ea7b00e;False;null;3;questao;17;34;4;null;casos
635730d66a5cdda87ea7b00f;False;null;2;questao;17;35;4;null;casos
635730d66a5cdda87ea7b010;False;null;0;questao;17;36;4;null;casos
635730d66a5cdda87ea7b011;False;4,324349662087931;21;3;17;Média;4;3,5;casos
635730db6a5cdda87ea7b01e;False;null;0;questao;18;31;4;null;casos
635730dc6a5cdda87ea7b01f;False;null;3;questao;18;32;4;null;casos
635730dc6a5cdda87ea7b020;False;null;2;questao;18;33;4;null;casos
635730dc6a5cdda87ea7b021;False;null;1;questao;18;34;4;null;casos
635730dc6a5cdda87ea7b022;False;null;1;questao;18;35;4;null;casos
635730dc6a5cdda87ea7b023;False;null;4;questao;18;36;4;null;casos
635730dc6a5cdda87ea7b024;False;1,4719601443879746;11;3;18;Média;4;1,8333333333333333;casos
635730e46a5cdda87ea7b031;False;null;2;questao;19;31;4;null;casos
635730e46a5cdda87ea7b032;False;null;32;questao;19;32;4;null;casos
635730e46a5cdda87ea7b033;False;null;0;questao;19;33;4;null;casos
635730e46a5cdda87ea7b034;False;null;6;questao;19;34;4;null;casos
635730e46a5cdda87ea7b035;False;null;1;questao;19;35;4;null;casos
635730e46a5cdda87ea7b036;False;null;1;questao;19;36;4;null;casos
635730e46a5cdda87ea7b037;False;12,425779653607254;42;3;19;Média;4;7;casos
635730ea6a5cdda87ea7b044;False;null;2;questao;20;31;4;null;casos
635730ea6a5cdda87ea7b045;False;null;0;questao;20;32;4;null;casos
635730eb6a5cdda87ea7b046;False;null;0;questao;20;33;4;null;casos
635730eb6a5cdda87ea7b047;False;null;0;questao;20;34;4;null;casos
635730eb6a5cdda87ea7b048;False;null;0;questao;20;35;4;null;casos
635730eb6a5cdda87ea7b049;False;null;0;questao;20;36;4;null;casos
635730eb6a5cdda87ea7b04a;False;0,816496580927726;2;3;20;Média;4;0,3333333333333333;casos
635730f06a5cdda87ea7b057;False;null;0;questao;21;31;4;null;casos
635730f06a5cdda87ea7b058;False;null;28;questao;21;32;4;null;casos
635730f06a5cdda87ea7b059;False;null;0;questao;21;33;4;null;casos
635730f06a5cdda87ea7b05a;False;null;0;questao;21;34;4;null;casos
635730f16a5cdda87ea7b05b;False;null;0;questao;21;35;4;null;casos
635730f16a5cdda87ea7b05c;False;null;1;questao;21;36;4;null;casos
635730f16a5cdda87ea7b05d;False;11,35634917861663;29;3;21;Média;4;4,833333333333333;casos
635730f76a5cdda87ea7b06a;False;null;0;questao;22;31;4;null;casos
635730f76a5cdda87ea7b06b;False;null;2;questao;22;32;4;null;casos
635730f76a5cdda87ea7b06c;False;null;0;questao;22;33;4;null;casos
635730f76a5cdda87ea7b06d;False;null;0;questao;22;34;4;null;casos
635730f76a5cdda87ea7b06e;False;null;4;questao;22;35;4;null;casos
635730f76a5cdda87ea7b06f;False;null;2;questao;22;36;4;null;casos
635730f76a5cdda87ea7b070;False;1,632993161855452;8;3;22;Média;4;1,3333333333333333;casos
635730fd6a5cdda87ea7b07d;False;null;0;questao;23;31;4;null;casos
635730fd6a5cdda87ea7b07e;False;null;1;questao;23;32;4;null;casos
635730fd6a5cdda87ea7b07f;False;null;0;questao;23;33;4;null;casos
635730fd6a5cdda87ea7b080;False;null;1;questao;23;34;4;null;casos
635730fe6a5cdda87ea7b081;False;null;0;questao;23;35;4;null;casos
635730fe6a5cdda87ea7b082;False;null;0;questao;23;36;4;null;casos
635730fe6a5cdda87ea7b083;False;0,5163977794943223;2;3;23;Média;4;0,3333333333333333;casos
635731036a5cdda87ea7b090;False;null;1;questao;24;31;4;null;casos
635731046a5cdda87ea7b091;False;null;14;questao;24;32;4;null;casos
635731046a5cdda87ea7b092;False;null;0;questao;24;33;4;null;casos
635731046a5cdda87ea7b093;False;null;1;questao;24;34;4;null;casos
635731046a5cdda87ea7b094;False;null;0;questao;24;35;4;null;casos
635731046a5cdda87ea7b095;False;null;0;questao;24;36;4;null;casos
635731046a5cdda87ea7b096;False;5,573747990954262;16;3;24;Média;4;2,6666666666666665;casos
6357310b6a5cdda87ea7b0a3;False;null;0;questao;25;31;4;null;casos
6357310b6a5cdda87ea7b0a4;False;null;4;questao;25;32;4;null;casos
6357310b6a5cdda87ea7b0a5;False;null;5;questao;25;33;4;null;casos
6357310b6a5cdda87ea7b0a6;False;null;-1;questao;25;34;4;null;casos
6357310c6a5cdda87ea7b0a7;False;null;-1;questao;25;35;4;null;casos
6357310c6a5cdda87ea7b0a8;False;null;1;questao;25;36;4;null;casos
6357310c6a5cdda87ea7b0a9;False;2,581988897471611;8;3;25;Média;4;1,3333333333333333;casos